0.059	1.98425	-8.6618	-0.110779	0.0939941	0.807495	
0.06	1.97021	-9.00604	-0.0787354	0.0924683	0.791931	
0.061	1.9751	-9.47205	-0.038147	0.098877	0.854187	
0.062	1.98761	-9.90784	0.0195312	0.0939941	0.990295	
0.063	1.96594	-10	0.0634766	0.0949097	1.16913	
0.064	1.96381	-10	0.10498	0.101013	1.35895	
0.065	1.96442	-10	0.126648	0.101929	1.52588	
0.066	1.96594	-10	0.136414	0.101013	1.6571	
0.067	1.95923	-10	0.128174	0.101318	1.75629	
0.068	1.97571	-10	0.0973511	0.100403	1.80725	
0.069	1.96472	-9.64783	0.0537109	0.0994873	1.78131	
0.07	1.96503	-9.23157	0.0140381	0.101013	1.66748	
0.071	1.96136	-8.82019	-0.0363159	0.100403	1.49231	
0.072	1.96167	-8.52325	-0.0741577	0.098877	1.2973	
0.073	1.95404	-8.33557	-0.109863	0.0985718	1.11908	
0.074	1.95068	-8.30994	-0.120239	0.0982666	0.975647	
0.075	1.95312	-8.47198	-0.11322	0.0991821	0.870667	
0.076	1.95648	-8.75824	-0.0918579	0.0985718	0.8078	
0.077	1.96411	-9.1507	-0.062561	0.0997925	0.814514	
0.078	1.95496	-9.599	-0.0213623	0.0982666	0.899353	
0.079	1.96014	-10	0.039978	0.10376	1.05469	
0.08	1.96594	-10	0.0854492	0.102844	1.24634	
0.081	1.9632	-10	0.12146	0.106201	1.43066	
0.082	1.97296	-10	0.140076	0.107422	1.58844	
0.083	1.97113	-10	0.137024	0.108337	1.71173	
0.084	1.96777	-10	0.109253	0.104675	1.79138	
0.085	1.97601	-9.9823	0.0915527	0.109253	1.80389	
0.086	1.98029	-9.505	0.0265503	0.105591	1.73737	
0.087	1.97205	-9.07196	-0.0387573	0.107117	1.59424	
0.088	1.97601	-8.68896	-0.100098	0.106201	1.40961	
0.089	1.96533	-8.42712	-0.139465	0.107422	1.21979	
0.09	1.96045	-8.29559	-0.182495	0.108643	1.05499	
0.091	1.95862	-8.33252	-0.127869	0.106812	0.923767	
0.092	1.96411	-8.56598	-0.0430298	0.10437	0.831299	
0.093	1.97998	-8.89557	-0.0692749	0.111694	0.792847	
0.094	1.96411	-9.32587	0.0256348	0.108948	0.829163	
0.095	1.97327	-9.75586	0.027771	0.108032	0.944214	
0.096	1.95221	-10	0.0653076	0.106812	1.11298	
0.097	1.96503	-10	0.0970459	0.109863	1.29547	
0.098	1.97205	-10	0.125732	0.110168	1.4563	
0.099	1.9635	-10	0.134888	0.11322	1.58539	
0.1	1.96014	-10	0.135498	0.108643	1.68365	
0.101	1.98303	-10	0.10437	0.110474	1.73889	
0.102	1.96564	-9.823	0.0756836	0.108643	1.72546	
0.103	1.9632	-9.36249	0.0289917	0.111084	1.63605	
0.104	1.95862	-8.92487	-0.0247192	0.108032	1.4798	
0.105	1.96075	-8.59406	-0.0668335	0.109863	1.29425	
0.106	1.95251	-8.37646	-0.0982666	0.105896	1.11237	
0.107	1.96716	-8.28339	-0.122375	0.10498	0.952148	
0.108	1.95404	-8.38928	-0.126038	0.135803	0.818787	
0.109	1.96381	-8.66791	-0.106506	0.135803	0.720215	
0.11	1.95953	-9.01031	-0.0753784	0.137634	0.694885	
0.111	1.97144	-9.49554	-0.0344849	0.136108	0.753784	
0.112	1.96503	-9.92401	0.00823975	0.140381	0.890808	
0.113	1.95618	-10	0.0640869	0.138245	1.07269	
0.114	1.95709	-10	0.0961304	0.13855	1.25885	
0.115	1.97906	-10	0.126953	0.141296	1.41479	
0.116	1.96472	-10	0.131531	0.139465	1.539	
0.117	1.95953	-10	0.12085	0.13916	1.63635	
0.118	1.96442	-10	0.0942993	0.140076	1.68793	
0.119	1.95007	-9.6521	0.0491333	0.136414	1.66809	
0.12	1.97388	-9.20105	0.00640869	0.138245	1.56647	
0.121	1.9519	-8.80249	-0.043335	0.135498	1.40015	
0.122	1.95312	-8.51868	-0.0927734	0.138855	1.21094	
0.123	1.96533	-8.30261	-0.135803	0.140381	1.03882	
0.124	1.96472	-8.302	-0.144043	0.139771	0.908203	
0.125	1.96259	-8.47778	-0.141602	0.141296	0.821228	
0.126	1.96411	-8.78143	-0.104065	0.140076	0.791626	
0.127	1.9632	-9.16199	-0.0259399	0.140991	0.839844	
0.128	1.95984	-9.61182	-0.0012207	0.139771	0.973816	
0.129	1.95679	-10	0.0296021	0.135498	1.18286	
0.13	1.95496	-10	0.0756836	0.139465	1.42181	
0.131	1.97021	-10	0.110474	0.140991	1.64154	
0.132	1.96075	-10	0.134583	0.141296	1.82434	
0.133	1.95648	-10	0.133362	0.139771	1.97754	
0.134	1.96899	-10	0.11261	0.13916	2.08496	
0.135	1.96167	-9.98199	0.0875854	0.140076	2.09808	
0.136	1.96899	-9.5108	0.0402832	0.137329	2.00775	
0.137	1.96594	-9.0683	-0.0128174	0.134888	1.84204	
0.138	1.97357	-8.69537	-0.0585938	0.134888	1.64917	
0.139	1.84937	-8.44604	-0.0927734	0.131836	1.46088	
0.14	1.9693	-8.28888	-0.122986	0.136719	1.28998	
0.141	1.97144	-8.33557	-0.125427	0.140991	1.14471	
0.142	1.96503	-8.5791	-0.112915	0.141602	1.03394	
0.143	1.96381	-8.89191	-0.088501	0.142517	0.978394	
0.144	1.96259	-9.3338	-0.0479126	0.138855	0.998535	
0.145	1.96136	-9.77142	0.00244141	0.141296	1.09772	
0.146	1.97601	-10	0.0488281	0.141602	1.24908	
0.147	1.96045	-10	0.0848389	0.141296	1.41907	
0.148	1.96594	-10	0.122681	0.137939	1.57532	
0.149	1.96289	-10	0.129089	0.136719	1.70593	
0.15	1.97083	-10	0.128784	0.138855	1.81	
0.151	1.97113	-10	0.101624	0.13855	1.86859	
0.152	1.97266	-9.81293	0.0628662	0.137329	1.85242	
0.153	1.97205	-9.3631	0.0265503	0.138855	1.76086	
0.154	1.96533	-8.92426	-0.0265503	0.140686	1.6098	
0.155	1.95892	-8.58978	-0.0738525	0.13855	1.43738	
0.156	1.96106	-8.36243	-0.0979614	0.135803	1.27563	
0.157	1.95984	-8.28888	-0.122375	0.140991	1.13556	
0.158	1.97144	-8.41095	-0.118713	0.138245	1.02478	
0.159	1.96228	-8.66333	-0.106812	0.13855	0.948486	
0.16	1.97998	-9.01733	-0.0747681	0.135193	0.938416	
0.161	1.95679	-9.48517	-0.0274658	0.136719	1.0141	
0.162	1.96564	-9.92584	0.0198364	0.137024	1.16913	
0.163	1.98242	-10	0.067749	0.135803	1.36078	
0.164	1.97571	-10	0.108337	0.13855	1.55243	
0.165	1.97083	-10	0.13031	0.136719	1.71539	
0.166	1.96259	-10	0.132141	0.136719	1.84174	
0.167	1.96747	-10	0.12207	0.137024	1.92657	
0.168	1.97876	-10	0.093689	0.135193	1.94458	
0.169	1.9754	-9.646	0.0518799	0.134277	1.87317	
0.17	1.96289	-9.19891	0.00854492	0.133667	1.71143	
0.171	1.97083	-8.79883	-0.0430298	0.133667	1.49384	
0.172	1.96808	-8.52295	-0.0869751	0.134277	1.2735	
0.173	1.96655	-8.3139	-0.116882	0.133972	1.08398	
0.174	1.95343	-8.31787	-0.123596	0.135498	0.941772	
0.175	1.95068	-8.48083	-0.115967	0.137634	0.843506	
0.176	1.94489	-8.77899	-0.0933838	0.135193	0.782776	
0.177	1.95709	-9.17969	-0.0576782	0.136414	0.781555	
0.178	1.94397	-9.61426	-0.0143433	0.136414	0.859375	
0.179	1.95709	-10	0.032959	0.138855	1.01776	
0.18	1.94763	-10	0.0827026	0.134888	1.22131	
0.181	1.97266	-10	0.116272	0.140076	1.42365	
0.182	1.93726	-10	0.133972	0.137634	1.58936	
0.183	1.94733	-10	0.136108	0.138245	1.71448	
0.184	1.93817	-10	0.116272	0.138855	1.80206	
0.185	1.93207	-9.96552	0.090332	0.13916	1.83289	
0.186	1.92719	-9.49646	0.0393677	0.13855	1.78925	
0.187	1.92902	-9.06494	-0.0164795	0.136719	1.66931	
0.188	1.93451	-8.67828	-0.0598145	0.134277	1.50208	
0.189	1.93115	-8.41858	-0.0961304	0.135498	1.32965	
0.19	1.95038	-8.30719	-0.116882	0.136108	1.17554	
0.191	1.93939	-8.33527	-0.121765	0.136414	1.05103	
0.192	1.94519	-8.58917	-0.109863	0.139771	0.957336	
0.193	1.9397	-8.88458	-0.0823975	0.136108	0.914917	
0.194	1.94092	-9.35425	-0.045166	0.134277	0.942688	
0.195	1.93085	-9.77509	0.000610352	0.133057	1.04645	
0.196	1.9278	-10	0.055542	0.135498	1.20819	
0.197	1.9278	-10	0.0662231	0.137634	1.39191	
0.198	1.93054	-10	0.133972	0.133057	1.56097	
0.199	1.94061	-10	0.133972	0.134583	1.6983	
0.2	1.95374	-10	0.13031	0.130615	1.80664	
0.201	1.95404	-10	0.108032	0.139465	1.8692	
0.202	1.95251	-9.79523	0.067749	0.110779	1.86279	
0.203	1.94427	-9.35669	0.0198364	0.106812	1.7746	
0.204	1.9519	-8.9035	-0.0311279	0.106812	1.61652	
0.205	1.94427	-8.58795	-0.0723267	0.107727	1.42456	
0.206	1.93817	-8.34717	-0.104675	0.109863	1.23901	
0.207	1.9278	-8.29987	-0.119629	0.111084	1.08185	
0.208	1.93085	-8.40424	-0.117493	0.109863	0.961304	
0.209	1.92688	-8.66547	-0.106812	0.108948	0.883179	
0.21	1.92719	-9.02832	-0.0811768	0.104065	0.871277	
0.211	1.94519	-9.49951	-0.0357056	0.11261	0.936279	
0.212	1.95068	-9.95331	0.0161743	0.108643	1.07056	
0.213	1.92932	-10	0.0619507	0.108643	1.23901	
0.214	1.93787	-10	0.10437	0.106201	1.40869	
0.215	1.94183	-10	0.128784	0.107422	1.56219	
0.216	1.94122	-10	0.133972	0.108643	1.69403	
0.217	1.93481	-10	0.116577	0.106812	1.79932	
0.218	1.94305	-10	0.0946045	0.107727	1.84448	
0.219	1.92932	-9.6283	0.0457764	0.106201	1.81244	
0.22	1.94611	-9.18823	0.000305176	0.102844	1.6983	
0.221	1.94214	-8.77747	-0.0485229	0.10498	1.52802	
0.222	1.94855	-8.49579	-0.0808716	0.10498	1.33575	
0.223	1.9574	-8.32184	-0.112305	0.104065	1.1618	
0.224	1.96381	-8.29895	-0.120544	0.102234	1.02112	
0.225	1.92841	-8.48877	-0.115967	0.106201	0.915833	
0.226	1.89362	-8.79944	-0.09552	0.105286	0.855408	
0.227	1.88049	-9.20563	-0.0628662	0.106201	0.865784	
0.228	1.88873	-9.63318	-0.0167847	0.108948	0.957336	
0.229	1.95862	-10	0.039978	0.107422	1.11755	
0.23	1.95404	-10	0.0778198	0.105896	1.30524	
0.231	1.96289	-10	0.116577	0.106201	1.48804	
0.232	1.94122	-10	0.135803	0.112305	1.6449	
0.233	1.95068	-10	0.131836	0.108948	1.76666	
0.234	1.95343	-10	0.110168	0.110168	1.84937	
0.235	1.96228	-9.95972	0.0860596	0.116577	1.86859	
0.236	1.95526	-9.47601	0.0384521	0.115662	1.80603	
0.237	1.98395	-9.04572	-0.0341797	0.114136	1.66168	
0.238	1.91101	-8.66699	-0.0946045	0.111694	1.47583	
0.239	1.91742	-8.4259	-0.133667	0.112	1.28815	
0.24	1.90308	-8.27942	-0.177612	0.103149	1.13037	
0.241	1.96869	-8.34686	-0.195312	0.104675	1.00311	
0.242	1.96899	-8.58978	-0.0628662	0.107117	0.906067	
0.243	1.96686	-8.89801	-0.0622559	0.110168	0.863037	
0.244	1.97906	-9.36157	-0.00152588	0.109863	0.895691	
0.245	1.97937	-9.79401	0.0500488	0.106201	1.00586	
0.246	1.9751	-10	0.0695801	0.109863	1.16943	
0.247	1.97693	-10	0.0997925	0.108337	1.35468	
0.248	1.98212	-10	0.13855	0.138855	1.52771	
0.249	1.96503	-10	0.140076	0.134888	1.67419	
0.25	1.96411	-10	0.138855	0.139771	1.79169	
0.251	1.97296	-10	0.107117	0.140076	1.8573	
0.252	1.97998	-9.77936	0.072937	0.131836	1.84326	
0.253	1.97052	-9.36066	0.0259399	0.136719	1.74774	
0.254	1.96747	-8.90289	-0.0268555	0.133667	1.58905	
0.255	1.96777	-8.5788	-0.0909424	0.141602	1.40015	
0.256	1.98151	-8.36945	-0.124207	0.137329	1.21521	
0.257	1.96594	-8.2959	-0.141602	0.13855	1.06079	
0.258	1.96289	-8.41034	-0.140076	0.135498	0.944824	
0.259	1.87286	-8.67828	-0.0787354	0.135803	0.871277	
0.26	1.84296	-9.03992	-0.0436401	0.136719	0.865479	
0.261	1.83929	-9.50592	-0.0213623	0.13092	0.940247	
0.262	1.83899	-9.95361	0.0244141	0.133972	1.08826	
0.263	1.84662	-10	0.0662231	0.133667	1.26984	
0.264	1.85883	-10	0.114441	0.133362	1.45111	
0.265	1.8454	-10	0.135498	0.137634	1.61194	
0.266	1.84143	-10	0.140076	0.138245	1.74683	
0.267	1.94763	-10	0.116577	0.136719	1.85852	
0.268	1.96808	-10	0.0836182	0.137024	1.91864	
0.269	1.96503	-9.6167	0.0448608	0.138245	1.87958	
0.27	1.95526	-9.1983	0.000610352	0.132446	1.69952	
0.271	1.96564	-8.76648	-0.0518799	0.136719	1.38489	
0.272	1.96075	-8.5025	-0.0872803	0.13855	1.00525	
0.273	1.94458	-8.31299	-0.112915	0.137329	0.61615	
0.274	1.96747	-8.3194	-0.12207	0.136108	0.237732	
0.275	1.95038	-8.50677	-0.110474	0.139465	-0.0942993	
0.276	1.96564	-8.79425	-0.093689	0.140076	-0.32074	
0.277	1.95404	-9.18976	-0.0601196	0.136108	-0.419006	
0.278	1.95068	-9.64233	-0.0186157	0.142212	-0.431519	
0.279	1.95892	-10	0.0369263	0.142517	-0.393677	
0.28	1.96594	-10	0.0793457	0.13916	-0.360107	
0.281	1.96533	-10	0.116882	0.138855	-0.374146	
0.282	1.84845	-10	0.134888	0.139771	-0.44342	
0.283	1.83868	-10	0.135498	0.139465	-0.545349	
0.284	1.83624	-10	0.11322	0.141602	-0.682678	
0.285	1.8515	-9.94843	0.0869751	0.140991	-0.87616	
0.286	1.84174	-9.49066	0.0369263	0.137939	-1.07361	
0.287	1.83228	-9.04816	-0.0161743	0.137634	-1.20148	
0.288	1.85303	-8.65906	-0.0616455	0.137024	-1.16821	
0.289	1.83594	-8.43353	-0.0946045	0.143127	-0.940552	
0.29	1.8396	-8.29773	-0.115356	0.140076	-0.512085	
0.291	1.84052	-8.34351	-0.125122	0.139465	0.200195	
0.292	1.83655	-8.58398	-0.108643	0.140381	1.18713	
0.293	1.84082	-8.90808	-0.0839233	0.140381	2.32513	
0.294	1.83685	-9.35852	-0.0393677	0.142517	3.59253	
0.295	1.83868	-9.79492	0.00213623	0.141907	5.04913	
0.296	1.8335	-10	0.0552368	0.140991	6.6449	
0.297	1.83014	-10	0.0930786	0.141907	8.34137	
0.298	1.84845	-10	0.12207	0.139771	9.99969	
0.299	1.83716	-10	0.13031	0.138245	9.99969	
0.3	1.83655	-10	0.130005	0.140991	9.99969	
0.301	1.84113	-10	0.0991821	0.143127	9.99969	
0.302	1.84235	-9.78638	0.0643921	0.13916	9.99969	
0.303	1.84174	-9.3396	0.0131226	0.134888	9.99969	
0.304	1.83502	-8.9209	-0.0265503	0.135803	9.99969	
0.305	1.83777	-8.57849	-0.0720215	0.132751	9.99969	
0.306	1.84326	-8.36334	-0.110474	0.136719	9.99969	
0.307	1.87256	-8.28979	-0.126343	0.140076	9.99969	
0.308	1.82983	-8.41797	-0.12207	0.13916	9.99969	
0.309	1.84601	-8.6972	-0.103455	0.138855	9.99969	
0.31	1.84723	-9.04846	-0.0756836	0.140381	9.99969	
0.311	1.86401	-9.5108	-0.027771	0.142212	9.99969	
0.312	1.85822	-9.95026	0.0192261	0.138245	9.99969	
0.313	1.84509	-10	0.0704956	0.133667	9.99969	
0.314	1.96716	-10	0.10376	0.137329	9.99969	
0.315	1.9693	-10	0.126343	0.133972	9.99969	
0.316	1.96381	-10	0.13092	0.137634	9.99969	
0.317	1.97021	-10	0.114746	0.136719	9.99969	
0.318	1.96136	-10	0.0891113	0.135498	9.99969	
0.319	1.96136	-9.61639	0.0500488	0.136719	9.99969	
0.32	1.95557	-9.17633	0.00488281	0.136108	9.99969	
0.321	1.95648	-8.75336	-0.0469971	0.132751	9.99969	
0.322	1.94977	-8.49701	-0.0842285	0.130005	9.52423	
0.323	1.94702	-8.3136	-0.115967	0.130005	8.75519	
0.324	1.9516	-8.30566	-0.12207	0.135498	7.99133	
0.325	1.95374	-8.49731	-0.114746	0.133667	7.29218	
0.326	1.94763	-8.80707	-0.0915527	0.133667	6.69586	
0.327	1.94824	-9.21295	-0.062561	0.134277	6.24451	
0.328	1.9342	-9.65698	-0.0100708	0.133667	5.96741	
0.329	1.94397	-10	0.0393677	0.135193	5.84625	
0.33	1.94916	-10	0.0769043	0.133667	5.7724	
0.331	1.97418	-10	0.117188	0.135193	5.68237	
0.332	1.96381	-10	0.132446	0.135193	5.56976	
0.333	1.97205	-10	0.115967	0.134583	5.448	
0.334	1.96869	-10	0.115051	0.134888	5.35126	
0.335	1.96198	-9.94598	0.0805664	0.133362	5.27924	
0.336	1.96014	-9.45892	0.0302124	0.132751	5.18311	
0.337	1.96045	-9.03015	-0.0231934	0.132751	5.00916	
0.338	1.96564	-8.68591	-0.067749	0.133667	4.74274	
0.339	1.95404	-8.41522	-0.102234	0.133972	4.42078	
0.34	1.95679	-8.29803	-0.125732	0.137939	4.10126	
0.341	1.95923	-8.35022	-0.128479	0.137939	3.80157	
0.342	1.96075	-8.63251	-0.115356	0.137939	3.52661	
0.343	1.94794	-8.92517	-0.0918579	0.140076	3.29803	
0.344	1.96442	-9.37103	-0.0469971	0.140381	3.12347	
0.345	1.96045	-9.82361	0.00183105	0.13855	3.01422	
0.346	1.96228	-10	0.0494385	0.139465	2.96814	
0.347	1.97174	-10	0.0927734	0.140991	2.95258	
0.348	1.96198	-10	0.127869	0.145264	2.92297	
0.349	1.98517	-10	0.136108	0.144043	2.8656	
0.35	1.9751	-10	0.13031	0.14679	2.789	
0.351	1.97113	-10	0.101013	0.144043	2.67426	
0.352	1.97296	-9.76288	0.0631714	0.14679	2.48962	
0.353	1.98761	-9.32739	0.0164795	0.1474	2.22412	
0.354	1.97784	-8.89191	-0.0314331	0.142212	1.89392	
0.355	1.98486	-8.56995	-0.0653076	0.144348	1.54236	
0.356	1.98669	-8.36151	-0.106201	0.141296	1.23108	
0.357	1.98029	-8.30536	-0.120544	0.142517	0.992126	
0.358	1.87317	-8.42621	-0.12146	0.143738	0.827026	
0.359	1.83868	-8.70209	-0.103455	0.145569	0.723572	
0.36	1.85242	-9.04724	-0.0753784	0.145264	0.697937	
0.361	1.87164	-9.51904	-0.0308228	0.145569	0.752258	
0.362	1.97662	-9.96002	0.0158691	0.147705	0.878601	
0.363	1.98578	-10	0.0668335	0.14679	1.03943	
0.364	1.97815	-10	0.110474	0.147705	1.203	
0.365	1.95953	-10	0.125427	0.146484	1.34369	
0.366	1.98029	-10	0.131531	0.147705	1.44867	
0.367	1.98639	-10	0.119934	0.143738	1.51825	
0.368	1.97327	-10	0.0952148	0.149536	1.53381	
0.369	1.98364	-9.59534	0.0488281	0.1474	1.47522	
0.37	1.98334	-9.18243	0.00396729	0.150452	1.33789	
0.371	1.98608	-8.76587	-0.0482178	0.145264	1.14502	
0.372	1.96991	-8.49365	-0.0973511	0.144958	0.932617	
0.373	1.97449	-8.30383	-0.1474	0.144043	0.741272	
0.374	1.89514	-8.30963	-0.158081	0.145874	0.585938	
0.375	1.87164	-8.5141	-0.157166	0.143433	0.464478	
0.376	1.85669	-8.82965	-0.1474	0.144653	0.392456	
0.377	1.85547	-9.21326	-0.0375366	0.143433	0.392761	
0.378	1.85211	-9.66278	0.0732422	0.14679	0.475464	
0.379	1.84906	-10	0.0756836	0.144043	0.623474	
0.38	1.85974	-10	0.0979614	0.147095	0.795288	
0.381	1.85944	-10	0.126343	0.147705	0.954895	
0.382	1.85974	-10	0.140991	0.149536	1.08795	
0.383	1.85303	-10	0.140686	0.147705	1.19476	
0.384	1.83655	-10	0.11322	0.145264	1.26923	
0.385	1.8454	-9.92828	0.0842285	0.143433	1.27838	
0.386	1.85089	-9.46716	0.0201416	0.145264	1.20514	
0.387	1.85272	-9.02588	-0.038147	0.143433	1.05164	
0.388	1.85242	-8.66272	-0.0875854	0.144958	0.855103	
0.389	1.97174	-8.4137	-0.128174	0.145874	0.657959	
0.39	1.95892	-8.28979	-0.139771	0.148315	0.487671	
0.391	1.97113	-8.35846	-0.105591	0.144958	0.35553	
0.392	1.97662	-8.61664	-0.12207	0.1474	0.257263	
0.393	1.96686	-8.93585	-0.0860596	0.149231	0.212402	
0.394	1.96533	-9.38202	0.00915527	0.149231	0.245972	
0.395	1.96564	-9.83124	0.0314331	0.149841	0.366211	
0.396	1.95709	-10	0.0643921	0.14679	0.544128	
0.397	1.92413	-10	0.0964355	0.148926	0.730896	
0.398	1.95129	-10	0.123291	0.143738	0.895996	
0.399	1.96594	-10	0.131836	0.145569	1.03088	
0.4	1.97418	-10	0.13092	0.141907	1.13708	
0.401	1.97113	-10	0.0946045	0.145264	1.19476	
0.402	1.96655	-9.76776	0.0665283	0.149231	1.17798	
0.403	1.96838	-9.33044	0.0183105	0.147095	1.073	
0.404	1.98334	-8.87909	-0.0259399	0.14679	0.899658	
0.405	1.96259	-8.56354	-0.0708008	0.148926	0.703125	
0.406	1.96411	-8.35999	-0.10498	0.148926	0.518188	
0.407	1.95465	-8.27454	-0.127563	0.150452	0.365906	
0.408	1.96716	-8.41644	-0.125732	0.153503	0.248108	
0.409	1.95831	-8.72284	-0.107117	0.151672	0.170898	
0.41	1.98456	-9.06769	-0.0720215	0.152588	0.153503	
0.411	1.97388	-9.53278	-0.0302124	0.1474	0.210266	
0.412	1.96991	-9.96582	0.0170898	0.147705	0.350342	
0.413	1.85181	-10	0.0637817	0.147705	0.542908	
0.414	1.87469	-10	0.104675	0.150452	0.740662	
0.415	1.84052	-10	0.122681	0.151672	0.901794	
0.416	1.83563	-10	0.127869	0.151367	1.02051	
0.417	1.92627	-10	0.111694	0.151672	1.10352	
0.418	1.97571	-10	0.0793457	0.151672	1.13281	
0.419	1.95953	-9.57611	0.0424194	0.152893	1.08978	
0.42	1.9635	-9.17603	0.0012207	0.152588	0.967712	
0.421	1.95618	-8.7561	-0.0531006	0.154114	0.788879	
0.422	1.95404	-8.4903	-0.0888062	0.151978	0.59021	
0.423	1.96564	-8.30963	-0.115662	0.155945	0.411377	
0.424	1.96533	-8.31482	-0.126343	0.154724	0.270691	
0.425	1.96106	-8.51257	-0.113525	0.15625	0.167847	
0.426	1.85974	-8.83148	-0.0933838	0.160217	0.114441	
0.427	1.82983	-9.23615	-0.0613403	0.160522	0.129089	
0.428	1.83655	-9.66248	-0.00854492	0.159302	0.223694	
0.429	1.84418	-10	0.038147	0.164185	0.377808	
0.43	1.84601	-10	0.0772095	0.1651	0.559082	
0.431	1.84113	-10	0.114441	0.164795	0.734253	
0.432	1.96442	-10	0.133362	0.164185	0.882874	
0.433	1.97754	-10	0.130005	0.159912	0.996704	
0.434	1.97784	-10	0.104065	0.159607	1.07147	
0.435	1.96594	-9.90387	0.0750732	0.161133	1.08185	
0.436	1.96442	-9.46014	0.0292969	0.160217	1.01196	
0.437	1.96594	-9.01489	-0.0186157	0.161133	0.86792	
0.438	1.98151	-8.65479	-0.0650024	0.160828	0.680542	
0.439	1.96808	-8.39813	-0.103455	0.158386	0.491638	
0.44	1.96869	-8.29071	-0.121765	0.161438	0.326538	
0.441	1.9693	-8.34259	-0.128479	0.162659	0.194397	
0.442	1.96808	-8.62549	-0.108948	0.164795	0.0924683	
0.443	1.96655	-8.91998	-0.0894165	0.162659	0.0537109	
0.444	1.96259	-9.37958	-0.0421143	0.162964	0.0979614	
0.445	1.96198	-9.84741	0.0012207	0.161438	0.227356	
0.446	1.96014	-10	0.055542	0.163574	0.406189	
0.447	1.9455	-10	0.0949097	0.161133	0.594788	
0.448	1.94092	-10	0.124207	0.163879	0.758057	
0.449	1.94763	-10	0.133667	0.161743	0.888367	
0.45	1.95007	-10	0.129395	0.166016	0.989075	
